"Lexeme","LexemeID","Lexical traits","Note"
"пресуквам","63281","",""
"кат","63280","Turkish loan",""
"кит","63279","dialectal lexeme",""
"изчепкам","63278","",""
"опаря","63277","",""
"кълка","63276","",""
"тъдяз","63275","dialectal lexeme",""
"шаяк","63274","Turkish loan",""
"разбивам","63273","",""
"тупа","63272","",""
"ямурлук","63271","Turkish loan",""
"внука","63270","",""
"плюшен","63269","",""
"съединя","63268","",""
"съшивам","63267","",""
"овалям","63266","",""
"пух","63265","",""
"нощница","63264","",""
"съблека","63263","",""
"пламна","63262","",""
"напитя","63261","dialectal lexeme",""
"отчупя","63260","",""
"храст","63259","",""
"рой","63258","",""
"бръмна","63257","",""
"тепавичар","63256","",""
"козеник","63255","",""
"буца","63254","",""
"ухапя","63253","",""
"изтровя","63252","",""
"светвам","63251","",""
"комар","63250","Turkish loan",""
"светулка","63249","",""
"мушица","63248","",""
"гъгрица","63247","",""
"препарат","63246","markedly standard lexeme",""
"склад","63245","",""
"врахан","63244","dialectal lexeme",""
"всинки","63243","dialectal lexeme",""
"наготово","63242","",""
"изнамирам","63241","",""
"сутрина","63240","",""
"хляв","63239","dialectal lexeme",""
"туканцак","63238","dialectal lexeme",""
"Горица","63237","",""
"скоро","63236","",""
"посочвам","63235","",""
"Жельовски","63234","",""
"Жельо","63233","",""
"не.женя","63225","",""
"Исьофци","63224","",""
"етук","63223","dialectal lexeme",""
"след.като","63221","",""
"така.че","63220","",""
"въпреки че","63219","",""
"бакрач","63217","dialectal lexeme",""
"инсан","63216","Turkish loan, dialectal lexeme",""
"закова","63215","",""
"бурничка","63214","dialectal lexeme",""
"решетка","63213","",""
"решетчица","63212","",""
"шило","63211","",""
"светило","63210","",""
"бурмичка","63209","",""
"канджил","63208","Turkish loan, dialectal lexeme",""
"кадджел","63207","Turkish loan, dialectal lexeme",""
"чъркма","63206","dialectal lexeme",""
"комин","63205","Balkan Latin loan",""
"жабка","63204","",""
"отоплявам","63203","",""
"сакъв","63202","dialectal lexeme",""
"кличона","63201","dialectal lexeme",""
"кичона","63200","",""
"дирек","63199","Turkish loan",""
"извътре","63198","",""
"лу","63197","dialectal lexeme",""
"преживявам","63196","",""
"из.тука","63195","",""
"всека","63194","",""
"дърва","63193","",""
"чътма","63192","dialectal lexeme",""
"изгоре","63191","",""
"спомня","63190","",""
"гънка","63189","",""
"буков","63188","",""
"лепя","63187","",""
"тамкана","63186","dialectal lexeme",""
"от.къщи","63185","",""
"приятелство","63184","",""
"тамка","63183","dialectal lexeme",""
"скъцам","63180","dialectal lexeme",""
"смеся","63179","",""
"зад къщи","63176","",""
"мъчен","63174","",""
"разумен","63169","",""
"очинко","63168","",""
"отмръзна","63162","",""
"прочут","63161","",""
"орася","63154","",""
"Могила","63152","",""
"повличам","63147","",""
"Леща","63139","",""
"кошница","63132","",""
"измажа","63128","",""
"сгаждам","63127","dialectal lexeme",""
"Цимбел","63125","",""
"Тана","63124","",""
"Таньо","63123","",""
"уйдисам","63120","Turkish loan",""
"прикарам","63118","",""
"ъхъ","63105","",""
"Димо","63104","",""
"шейсетгодишен","63093","",""
"прецъфтя","63082","",""
"кайсия","63081","Turkish loan",""
"налице","63080","",""
"Момин","63079","",""
"Кина","63078","",""
"милувам","63077","",""
"рипкам","63073","",""
"босилец","63071","",""
"валест","63065","dialectal lexeme",""
"генен","63060","markedly standard lexeme",""
"Г.М.О.","63059","",""
"Долно Уйно","63058","",""
"керевиз","63055","Turkish loan",""
"Юрка","63054","",""
"хала","63053","",""
"селим","63052","Turkish loan",""
"магданоз","63051","Greek loan",""
"откина","63050","dialectal lexeme",""
"Ленче","63049","",""
"дупча","63048","",""
"длъжен","63047","",""
"извиня","63046","",""
"таксувам","63045","",""
"виновен","63044","",""
"моливче","63043","Greek loan",""
"портмоне","63042","",""
"Езерче","63041","",""
"глупачка","63040","",""
"севернячка","63039","",""
"северянка","63038","",""
"пейчица","63037","",""
"пивница","63036","",""
"кондуктор","63035","",""
"падина","63034","",""
"стърча","63033","",""
"керемидка","63032","",""
"Попова.падина","63031","",""
"овдека","63030","dialectal lexeme",""
"топличък","63029","",""
"опазя","63028","",""
"разглеждам","63027","",""
"негде","63026","",""
"надупча","63025","",""
"кондукторка","63024","",""
"гдето","63023","",""
"Разград","63022","",""
"милиционер","63021","",""
"рейс","63020","",""
"деветнадесет","63019","",""
"Кубрат","63018","",""
"разградски","63017","",""
"Две.могили","63016","",""
"русенски","63015","",""
"примъкна","63013","",""
"не.оагня","63012","",""
"липсам","63011","Greek loan, dialectal lexeme",""
"изпадна","63010","",""
"градинарство","63007","",""
"ступам","63004","",""
"мериносен","63003","",""
"вапсам","63002","Greek loan",""
"скотовъдство","63001","compound, markedly standard lexeme",""
"вертолет","63000","markedly standard lexeme",""
"студентски","62999","",""
"дарак","62995","Turkish loan",""
"кръстоска","62994","",""
"китеник","62993","",""
"ощавя","62992","",""
"опреда","62991","",""
"Петка","62990","",""
"Света.Петка","62989","",""
"Цветино","62988","",""
"дата","62986","",""
"Велинградски","62985","compound",""
"Грашево","62984","",""
"Бошнаков","62983","",""
"Мустафов","62982","",""
"пилот","62981","",""
"накуся","62862","",""
"съй","62861","dialectal lexeme",""
"изрукам","62860","dialectal lexeme",""
"не.родя","62858","",""
"звънец","62857","",""
"къцам","62856","",""
"мисирка","62855","dialectal lexeme",""
"пъчище","62854","",""
"сурва","62853","",""
"станчинар","62852","dialectal lexeme",""
"сирен","62851","",""
"петел","62850","",""
"запоствам","62849","",""
"услед","62848","dialectal lexeme",""
"Латинкево","62847","",""
"Македония","62846","",""
"ошаф","62845","Turkish loan",""
"папуда","62844","Greek loan",""
"вечерям","62843","",""
"поклади","62842","dialectal lexeme",""
"урда","62841","Turkish loan, dialectal lexeme",""
"спържа","62840","",""
"петров","62839","",""
"богородичен","62838","compound",""
"мръвка","62837","",""
"тиган","62836","Greek loan",""
"изпържа","62835","",""
"скапя","62834","",""
"запостя","62833","",""
"мърся","62832","",""
"омърся","62831","",""
"мръсен","62830","",""
"Бъдни.вечер","62829","",""
"Йордановден","62828","compound",""
"Василовден","62827","compound",""
"какалашка","62826","dialectal lexeme",""
"царевичина","62825","",""
"Гулянци","62824","",""
"чушчица","62823","",""
"разцъфтя","62822","",""
"разкламам","62821","dialectal lexeme",""
"зачерпя","62820","",""
"изпресъхна","62819","",""
"постоянен","62818","",""
"тубичка","62817","",""
"градинка","62815","",""
"шишенце","62814","",""
"съдинка","62813","",""
"кесенце","62812","",""
"отнемога","62811","dialectal lexeme",""
"жумя","62810","",""
"честина","62809","dialectal lexeme",""
"нихен","62808","dialectal lexeme",""
"запъна","62807","",""
"под.ръка","62806","",""
"шаферка","62805","",""
"руба","62804","dialectal lexeme",""
"калимана","62803","Greek loan, dialectal lexeme",""
"обувам","62802","",""
"обувка","62801","",""
"заобувам","62800","",""
"наддавам","62799","",""
"шафер","62798","",""
"сватбински","62797","",""
"джумбуш","62796","Turkish loan",""
"гозбувам","62795","dialectal lexeme",""
"поред","62794","",""
"тъпанар","62793","",""
"хоругвица","62792","",""
"беднотия","62791","",""
"кръщенка","62790","",""
"просец","62789","dialectal lexeme",""
"главня","62788","",""
"маша","62787","Turkish loan",""
"стройник","62786","dialectal lexeme",""
"пазар","62785","Turkish loan",""
"кандисам","62784","Turkish loan, dialectal lexeme",""
"прося","62783","",""
"от.дома","62782","",""
"честито","62781","",""
"юг","62780","",""
"ралце","62779","",""
"лисица","62778","",""
"излетя","62777","",""
"молец","62776","",""
"ковач","62775","",""
"балтия","62774","Turkish loan, dialectal lexeme",""
"дъбица","62773","",""
"зобна","62772","",""
"гълъбче","62771","",""
"опаса","62770","",""
"обрасна","62769","",""
"пътека","62768","",""
"бабин","62767","",""
"Божа","62766","",""
"грош","62765","",""
"грох","62764","",""
"надавам","62763","",""
"прасенце","62762","",""
"грохкам","62761","",""
"маторица","62760","dialectal lexeme",""
"петаче","62759","",""
"кютек","62758","Turkish loan",""
"навляза","62757","",""
"селянин","62756","",""
"сдавя","62755","",""
"отбраня","62754","",""
"терам","62753","dialectal lexeme",""
"накъцам","62752","",""
"давя","62751","",""
"въшка","62750","",""
"пощя","62749","",""
"попощя","62748","",""
"бабичка","62747","",""
"дама","62746","",""
"тпру","62745","",""
"бик","62744","",""
"изстрошавам","62743","",""
"изплашвам","62742","",""
"калпак","62741","",""
"удрям","62740","",""
"ръченица","62739","",""
"натепвам","62738","",""
"натепам","62737","",""
"ядосам","62736","",""
"утепвам","62735","",""
"серкме","62734","Turkish loan",""
"въдица","62733","",""
"рибар","62732","",""
"сдървя","62731","",""
"чекор","62730","dialectal lexeme",""
"открада","62729","",""
"мозък","62728","",""
"мекичък","62727","",""
"набарвам","62726","",""
"галя","62725","dialectal usage",""
"занижа","62724","",""
"дигам","62723","",""
"дига","62722","",""
"орел","62721","",""
"угася","62720","",""
"надупя","62719","",""
"бутима","62718","dialectal lexeme",""
"наваля","62717","",""
"поръчвам","62716","",""
"квачка","62715","",""
"избаням","62714","",""
"крена","62713","dialectal lexeme",""
"разсипя","62712","",""
"изтуря","62711","",""
"крушка","62710","",""
"развивам","62709","",""
"папрат","62708","",""
"реставрирам","62707","markedly standard lexeme",""
"кадърен","62706","Turkish loan",""
"геч","62705","Turkish loan, dialectal lexeme",""
"вечерен","62704","",""
"разболея","62703","",""
"марудин","62702","",""
"Маруда","62701","",""
"втитя","62700","dialectal lexeme",""
"сдумам","62699","dialectal lexeme",""
"сейменин","62698","Turkish loan",""
"пашов","62697","",""
"редом","62696","",""
"подзима","62695","dialectal lexeme",""
"ропа","62694","dialectal lexeme",""
"възривам","62693","",""
"купчина","62670","",""
"прогима","62669","Greek loan, dialectal lexeme",""
"месечина","62668","",""
"олекна","62667","",""
"кукуруз","62666","dialectal lexeme",""
"вреча","62665","dialectal lexeme",""
"търляк","62664","dialectal lexeme",""
"загърна","62663","",""
"опанджак","62662","Turkish loan, dialectal lexeme",""
"Николичов","62661","",""
"Виден","62660","",""
"шивачка","62659","",""
"свободен","62658","",""
"пребия","62657","",""
"побегна","62656","",""
"откопчая","62655","",""
"пристъпя","62654","",""
"стегна","62653","",""
"опущя","62652","",""
"подскачам","62651","",""
"жребец","62650","",""
"голяшки","62649","",""
"пораствам","62648","",""
"продумам","62647","",""
"помощ","62646","",""
"ням","62645","",""
"жаба","62644","",""
"шибам","62643","",""
"скоча","62642","",""
"блея","62641","",""
"маза","62640","Turkish loan",""
"наговарям","62639","",""
"пастир","62638","",""
"спущя","62637","",""
"конче","62636","",""
"чаша","62635","",""
"конченце","62634","",""
"белег","62633","",""
"мръква","62632","",""
"церя","62631","",""
"нараждам","62630","",""
"мурабе","62629","Turkish loan",""
"голотия","62628","",""
"сиромашийка","62627","",""
"изпровея","62626","",""
"крещя","62625","",""
"хвърча","62624","",""
"отнемам","62623","",""
"местя","62622","",""
"нихнитир","62621","Greek loan, dialectal lexeme",""
"изтърсвам","62620","",""
"Найо","62619","",""
"чакмак","62618","Turkish loan",""
"настеля","62617","",""
"остъргвам","62616","",""
"Костов","62615","",""
"Маринов","62614","",""
"бариера","62613","",""
"изстъргвам","62612","",""
"богаташ","62611","",""
"гагавела","62610","dialectal lexeme",""
"блъскотия","62609","",""
"еди","62608","",""
"тринадесети","62607","",""
"тринадесет","62606","",""
"извързвам","62605","",""
"ветрушка","62604","",""
"ръкой","62603","dialectal lexeme",""
"заоблача","62602","",""
"докрай","62601","",""
"изет","62600","Turkish loan",""
"убийство","62599","",""
"кладня","62598","",""
"извозвам","62597","",""
"дожънвам","62596","",""
"дожъна","62595","",""
"пожъна","62594","",""
"птиченце","62593","",""
"оттръгна","62592","dialectal usage",""
"изтръгвам","62591","",""
"корен","62590","",""
"оттръгвам","62589","dialectal usage",""
"стръкченце","62588","",""
"зажънвам","62587","",""
"зажъна","62586","",""
"свещичка","62555","",""
"венче","62554","",""
"тогазка","62553","dialectal lexeme",""
"опея","62552","",""
"предварителен","62551","",""
"веселско","62550","",""
"напостеля","62549","",""
"морава","62548","",""
"Дафинка","62547","",""
"Драгостиново","62546","",""
"таман","62545","Turkish loan",""
"рогозка","62544","",""
"напъстря","62543","",""
"чело","62542","",""
"кръстче","62541","",""
"здравей","62540","",""
"овчарски","62539","",""
"боледувам","62538","",""
"увехна","62537","",""
"откъсвам","62536","",""
"косер","62535","dialectal lexeme",""
"набирам","62534","",""
"коприва","62533","",""
"заек","62532","",""
"куршум","62531","Turkish loan",""
"терсене","62530","Turkish loan, dialectal lexeme",""
"затискол","62529","dialectal lexeme",""
"слушалка","62528","",""
"Иво","62527","",""
"бежов","62526","",""
"капа","62525","Greek loan",""
"манисто","62524","",""
"нанижа","62523","",""
"копринен","62522","",""
"тантелка","62521","",""
"тантела","62520","",""
"ръкав","62519","",""
"на.ръка","62518","",""
"дотук","62517","",""
"бисер","62516","",""
"шик","62515","dialectal lexeme",""
"смес","62514","",""
"литак","62513","",""
"потека","62512","",""
"нос","62511","",""
"пързалка","62510","",""
"пуловерче","62509","",""
"беневречета","62508","",""
"обуя","62507","",""
"панталонче","62506","",""
"носия","62505","",""
"еве","62504","dialectal lexeme",""
"пеленка","62503","",""
"плодница","62502","dialectal lexeme",""
"девойче","62501","",""
"пораста","62500","",""
"млечен","62499","",""
"брашънце","62498","",""
"креват","62497","Greek loan",""
"луп","62496","",""
"бръсна","62495","",""
"нощем","62494","",""
"мода","62493","",""
"обръсна","62492","",""
"тутулу","62491","",""
"овака","62490","dialectal lexeme",""
"гърбина","62489","dialectal lexeme",""
"наметна","62488","",""
"заповядам","62487","",""
"кафенце","62486","",""
"чашка","62485","",""
"байрак","62484","Turkish loan",""
"каниче","62483","",""
"каня","62482","",""
"станджения","62481","",""
"обикновен","62480","",""
"справям","62479","",""
"Иванов","62459","",""
"Добрина","62458","",""
"сцена","62457","",""
"изскачам","62456","",""
"кукла","62455","Greek loan",""
"Гергана","62454","",""
"Гана","62453","",""
"харизвам","62452","Greek loan",""
"харижа","62451","Greek loan",""
"разгеле","62450","Turkish loan",""
"дарявам","62449","",""
"Пенка","62448","",""
"Тодорка","62447","",""
"дърмон","62446","Greek loan",""
"отвътре","62445","",""
"скривам","62444","",""
"късмет","62443","Turkish loan",""
"кръстопът","62442","compound",""
"пример","62441","",""
"побия","62440","",""
"върба","62439","",""
"лазаровски","62438","",""
"велик","62437","",""
"четвъртък","62436","",""
"сряда","62435","",""
"вторник","62434","",""
"възкръсвам","62433","",""
"разпъвам","62432","",""
"Разпети петък","62431","",""
"възкръсна","62430","",""
"начупя","62429","",""
"тража","62428","dialectal lexeme",""
"паре","62427","",""
"прережа","62426","",""
"постелка","62425","",""
"пушек","62424","",""
"Боке","62423","",""
"тамян","62422","Greek loan",""
"кандилница","62421","",""
"ужмиквам","62420","dialectal lexeme",""
"землен","62419","",""
"кандило","62418","Greek loan",""
"наземи","62417","",""
"постелям","62416","",""
"месиля","62415","dialectal lexeme",""
"онодя","62414","",""
"топче","62413","",""
"лазарица","62412","",""
"колаченце","62411","",""
"на.утро","62410","dialectal lexeme",""
"прекръстя","62409","",""
"зелник","62408","",""
"черепня","62407","dialectal lexeme",""
"възбухна","62406","",""
"тих","62405","",""
"стотинка","62404","",""
"погаче","62403","",""
"коледар","62402","",""
"секира","62401","",""
"замлатвам","62400","",""
"онождам","62398","",""
"мустак","62397","Greek loan",""
"риж","62396","",""
"брада","62395","",""
"хоратя","62394","Greek loan",""
"изнапиша","62393","",""
"Качорски егрек","62392","",""
"забучкам","62391","",""
"настрана","62390","",""
"ева","61663","dialectal lexeme",""
"вятърен","61662","",""
"претръсквам","61661","",""
"отстранявам","61660","",""
"подпитя","61659","dialectal lexeme",""
"тъпча","61658","",""
"прихвана","61657","",""
"ожънвам","61656","",""
"изклася","61655","",""
"обиколя","61654","",""
"стопанин","61653","",""
"завържа","61652","",""
"берекет","61651","Turkish loan",""
"издухам","61650","",""
"кладничка","61649","",""
"завързвам","61648","",""
"изникна","61647","",""
"припитя","61646","dialectal lexeme",""
"пригладя","61645","",""
"затърля","61644","dialectal lexeme",""
"почва","61643","",""
"издържам","61642","",""
"стръмен","61641","",""
"обикновено","61640","",""
"размислям","61639","",""
"разумно","61638","",""
"погаждам","61637","",""
"венчая","61636","",""
"перде","61635","Turkish loan",""
"перденце","61634","",""
"умея","61633","",""
"любопитствам","61632","",""
"почерпя","61631","",""
"рожделив","61630","",""
"дръжчица","61629","",""
"непременно","61628","",""
"вало","61627","",""
"сватбен","61626","",""
"сгодявам","61625","",""
"сгреша","61624","",""
"кандап","61623","Turkish loan, dialectal lexeme",""
"лацкам","61622","dialectal lexeme",""
"залюшкам","61621","",""
"бадама","61620","Turkish loan",""
"таван","61619","Turkish loan",""
"мазон","61618","dialectal lexeme",""
"халва","61617","Turkish loan",""
"заговезни","61616","",""
"въгленче","61615","",""
"пиленце","61614","",""
"отделно","61613","",""
"отсипвам","61612","",""
"ушмер","61611","dialectal lexeme",""
"разпределя","61610","",""
"сдой","61609","",""
"мандра","61608","Greek loan",""
"въдя","61269","",""
"где","61268","",""
"създам","61267","",""
"изженя","61266","",""
"хептен","61265","Turkish loan",""
"довечера","61264","",""
"понапредна","61263","",""
"канцелария","61262","",""
"завод","61261","",""
"тичешката","61260","",""
"Калинка","61259","",""
"Илия","61258","",""
"женихъл","61257","dialectal lexeme",""
"проводя","61256","",""
"Цанко","61255","",""
"риск","61254","",""
"изхабя","61253","",""
"дожалее","61252","",""
"опозная","61071","",""
"бюлюк","61070","Turkish loan",""
"мющерия","61069","Turkish loan",""
"белянка","61068","dialectal lexeme",""
"Недка","61067","",""
"вратничка","61066","",""
"постоянно","61065","",""
"хубаво","61064","",""
"Ветово","61063","",""
"крайно","61062","",""
"колай","61061","Turkish loan",""
"ветеринарен","61060","",""
"наедно","61059","",""
"сънувам","60761","",""
"сякаш","60760","",""
"герой","60759","",""
"засуча","60758","",""
"дуброшки","60757","",""
"наподире","60756","",""
"кавга","60755","Turkish loan",""
"хъм","60754","",""
"прежба","60753","dialectal lexeme",""
"тъкан","60752","",""
"седемнадесет","60751","",""
"бачо","60750","",""
"почудя","60749","",""
"зле","60748","",""
"издъхвам","60747","",""
"Георги","60746","Greek loan",""
"свако","60745","dialectal lexeme",""
"заплача","60744","",""
"пяна","60743","",""
"Стойка","60742","",""
"Иванка","60741","",""
"Бойка","60740","",""
"буля","60739","dialectal lexeme",""
"одър","60738","",""
"долап","60737","Turkish loan",""
"ту","60736","",""
"кривя","60735","",""
"Донка","60734","",""
"бременен","60733","",""
"точно","60732","",""
"получа","60731","",""
"боря","60730","",""
"защитавам","60729","",""
"детство","60728","",""
"Дряновец","60727","",""
"разтърсвам","57663","",""
"поизсъхна","57662","",""
"възправям","57661","",""
"десен","57660","",""
"лано","57557","",""
"умия","57556","",""
"омия","57555","",""
"кукна","57554","dialectal lexeme",""
"чорбаджийка","57553","",""
"дигна","57552","",""
"коноп","57551","",""
"меджия","57550","Turkish loan, dialectal lexeme",""
"попрелка","57549","dialectal lexeme",""
"разтръсквам","57273","",""
"дялам","57271","",""
"петина","57270","dialectal lexeme",""
"извържа","57269","",""
"хладовина","57268","",""
"догде","57267","",""
"тъкач","57266","",""
"зор","57265","Turkish loan",""
"роб","57264","",""
"осемнадесети","57263","",""
"дванадесети","57262","",""
"вкус","57261","",""
"модифицирам","57260","markedly standard lexeme",""
"гемео","57259","markedly standard lexeme",""
"магия","57258","Greek loan",""
"австрийски","57257","",""
"Гошо","57256","",""
"завидя","57255","",""
"чао","57254","",""
"французин","57253","",""
"градинар","57252","",""
"Италия","57251","",""
"внасям","57250","",""
"Европа","57249","",""
"мерси","57248","",""
"изгреба","57247","",""
"фадромка","57246","",""
"итонг","57245","",""
"бетон","57244","",""
"Видин","57243","",""
"разглобя","57242","",""
"наново","57241","",""
"гредичка","57240","",""
"озъбя","57239","",""
"Джони","57237","",""
"Краси","57236","",""
"бряг","57235","",""
"мимика","57234","",""
"контролирам","57233","",""
"еба","57232","",""
"влах","57231","German loan",""
"Румъния","57230","",""
"румънец","57229","",""
"наема","57228","",""
"бетонирам","57227","",""
"загладя","57226","",""
"тръба","57225","",""
"попреправя","56640","",""
"нахранвам","56627","",""
"подредя","56626","",""
"навърша","56625","",""
"поразтегля","56624","",""
"хей","56620","",""
"люлило","51424","dialectal lexeme",""
"понеса","51423","",""
"дорамче","51422","",""
"чиня","51421","",""
"джамадан","51420","Turkish loan",""
"скроя","51419","",""
"кроя","51418","",""
"очиня","51417","",""
"съседен","51416","",""
"Търговище","51415","",""
"поткава","51414","dialectal lexeme",""
"щим","51413","dialectal lexeme",""
"лакът","51412","",""
"навам","51411","dialectal lexeme",""
"клашня","51410","dialectal lexeme",""
"колец","51409","",""
"снова","51408","",""
"паздер","51406","",""
"тракам","51405","",""
"повесмо","51404","",""
"вкопча","51403","",""
"мелица","51402","",""
"дюшек","51401","Turkish loan",""
"простор","51400","",""
"топило","51399","",""
"гръстница","51398","dialectal lexeme",""
"мъна","51397","",""
"вързобъл","51396","dialectal lexeme",""
"месечинка","51395","",""
"сандък","51394","Turkish loan",""
"боклук","51393","Turkish loan",""
"бурило","51392","dialectal lexeme",""
"съсичам","51391","",""
"паратик","51390","Greek loan, dialectal lexeme",""
"парлив","51389","dialectal usage",""
"изстина","51388","",""
"отеля","51387","",""
"поора","51386","",""
"половя","51385","",""
"привързвам","51384","",""
"Наско","51383","",""
"стелен","51382","",""
"скъсам","51381","",""
"момченце","51380","",""
"опъвам","51379","",""
"Начо","51378","",""
"оглав","51377","",""
"забера","51376","",""
"есенски","51375","",""
"пролетешен","51374","",""
"острог","51373","dialectal lexeme",""
"омъкна","51372","dialectal usage",""
"патат","51371","dialectal lexeme",""
"вързулка","51370","dialectal lexeme",""
"подстрижа","51369","",""
"пишин","51368","Turkish loan, dialectal lexeme",""
"подквасвам","51367","",""
"гъст","51366","",""
"подквас","51365","",""
"поизстина","51364","",""
"накривя","51363","",""
"капна","51362","",""
"бъкъл","51361","",""
"Съвтъще","51360","",""
"нагрибам","51359","",""
"бакърче","51358","",""
"котловарка","51357","",""
"Улен","51356","",""
"жътварски","51355","",""
"двойка","51354","",""
"киречница","51353","dialectal lexeme",""
"чеквам","51352","dialectal lexeme",""
"комат","51351","Greek loan",""
"чъквам","51350","dialectal lexeme",""
"егрек","51349","Turkish loan",""
"качорски","51348","",""
"могила","51347","",""
"окача","51346","",""
"кътък","51345","Turkish loan, dialectal lexeme",""
"майсторски","51344","",""
"ръководя","51343","",""
"диаметър","51342","markedly standard lexeme",""
"ширина","51341","",""
"радиус","51340","markedly standard lexeme",""
"изчисление","51339","markedly standard lexeme",""
"изработвам","51338","",""
"чап","51337","",""
"плана","51336","",""
"прекарвам","51335","",""
"поиздялвам","51334","",""
"форма","51333","",""
"дъга","51332","",""
"музикант","51331","",""
"игрище","51330","",""
"хораджия","51329","",""
"окося","51328","",""
"брус","51327","",""
"ковало","51326","dialectal lexeme",""
"вървилник","51325","dialectal lexeme",""
"възбера","51324","",""
"бърканица","51323","",""
"отземам","51322","",""
"отвзимам","51321","",""
"центрофуга","51320","",""
"избъркам","51319","",""
"трион","51318","",""
"повържа","51317","",""
"нарядко","51316","",""
"пластмасов","51315","",""
"бъкълче","51314","",""
"ракийка","51313","",""
"буренце","51312","",""
"планичка","51311","",""
"впоследствие","51310","",""
"въобще","51309","",""
"дъб","51308","",""
"салкъм","51307","Turkish loan, dialectal lexeme",""
"каменист","51306","",""
"смърч","51305","",""
"по.горскому","51304","",""
"снабдявам","51303","",""
"налагам","51302","",""
"тъй.като","51301","",""
"старина","51300","",""
"възрастен","51299","",""
"детски","51298","",""
"упражнявам","51297","",""
"наточа","51050","",""
"копраля","51049","",""
"друсна","51048","",""
"натрупвам","51047","",""
"запитам","51046","",""
"допълнителен","51045","",""
"израста","51044","",""
"набутам","51043","",""
"вкопая","51042","",""
"воище","51041","",""
"сплесквам","51040","",""
"разпънчица","51039","dialectal lexeme",""
"разпънка","51038","dialectal lexeme",""
"разпънки","51037","dialectal lexeme",""
"подпра","51036","",""
"сгъвам","51035","",""
"лемеж","51034","",""
"разтварям","51033","",""
"ухо","51032","",""
"свържа","51031","",""
"продължавам","51030","",""
"нарисувам","51029","",""
"чивия","51028","Turkish loan",""
"бутна","51027","",""
"измуша","51026","",""
"закачвам","51025","",""
"сиджим","51024","Turkish loan, dialectal lexeme",""
"свързвам","51023","",""
"връвка","51022","",""
"връвчица","51021","",""
"слизам","51020","",""
"жегъл","51019","",""
"спусна","51018","",""
"врат","51017","",""
"хомот","51016","",""
"орало","51015","",""
"намеля","51014","",""
"ситен","51013","",""
"начупвам","51012","",""
"закарвам","51011","",""
"Леска","51010","",""
"плевник","51009","",""
"остър","51008","",""
"загреба","51007","",""
"бучна","51006","",""
"кука","51005","",""
"надявам","51004","",""
"ляв","51003","",""
"назъбя","51002","",""
"гладък","51001","",""
"острило","51000","",""
"закръгля","50999","",""
"косило","50998","",""
"търпан","50997","Turkish loan, dialectal lexeme",""
"пообриша","50996","",""
"очиствам","50995","",""
"смитам","50994","",""
"чеклаз","50993","dialectal lexeme",""
"дол","50992","",""
"цигара","50991","",""
"пречистя","50990","",""
"сушка","50989","dialectal lexeme",""
"сор","50988","Greek loan, dialectal lexeme",""
"мекина","50987","dialectal lexeme",""
"хайван","50986","Turkish loan, dialectal lexeme",""
"найлон","50985","",""
"чергарин","50984","",""
"къзълджа","50983","Turkish loan, dialectal lexeme",""
"отъпча","50982","",""
"независимо","50981","",""
"насека","50980","",""
"багажче","50979","dialectal lexeme",""
"очуквам","50978","",""
"накълвавам","50977","dialectal usage",""
"тревичка","50976","",""
"омъквам","50975","dialectal usage",""
"ограда","50974","",""
"едновременен","50973","compound",""
"дюшеме","50972","Turkish loan",""
"омачквам","50971","",""
"насичам","50970","",""
"склавам","50969","dialectal usage",""
"кошина","50968","dialectal lexeme",""
"брой","50967","",""
"оногава","50966","dialectal lexeme",""
"струвам","50965","",""
"копаня","50964","",""
"кояджак","50963","Turkish loan, dialectal lexeme",""
"дотам","50962","",""
"наблизо","50961","",""
"ливадка","50960","",""
"ярица","50959","dialectal lexeme",""
"пролетес","50958","",""
"осакатя","50957","",""
"наработя","50956","",""
"позная","50952","",""
"чеверме","50951","Turkish loan",""
"яре","50950","",""
"разлика","50949","",""
"отбия","50948","",""
"пътник","50947","",""
"зехтин","50946","Turkish loan",""
"симид","50945","Turkish loan",""
"Подвис","50944","",""
"наближа","50943","",""
"филийка","50942","",""
"преброя","50941","",""
"оризен","50940","",""
"супичка","50939","",""
"Мадан","50938","",""
"завчера","50937","",""
"кираджилък","50936","Turkish loan",""
"цена","50935","",""
"курс","50934","",""
"откарам","50933","",""
"Кирил","50932","",""
"Бенковски","50931","",""
"Славеино","50930","",""
"шофьор","50929","",""
"докога","50928","",""
"зоотехник","50927","compound, markedly standard lexeme",""
"Върбина","50926","",""
"разболявам","50925","",""
"литър","50924","",""
"грам","50923","",""
"лимонада","50922","",""
"отвъждам","50919","",""
"окуча","50918","",""
"посбирам","50917","",""
"поиграя","50916","",""
"попея","50915","",""
"разкарвам","50914","",""
"подаря","50913","",""
"мечкар","50912","",""
"подарявам","50911","",""
"обещавам","50910","",""
"гъдулка","50909","",""
"инструмент","50908","",""
"кеманче","50907","Turkish loan, dialectal lexeme",""
"мечкадарин","50906","dialectal lexeme",""
"тепам","50905","",""
"изправям","50904","",""
"преден","50903","",""
"зарека","50902","",""
"засвиря","50901","",""
"цигулка","50900","",""
"научавам","50899","",""
"лингура","50898","Romanian loan, dialectal lexeme",""
"бакърен","50897","",""
"разливам","50896","",""
"вкусен","50895","",""
"роден","50894","",""
"близо","50893","",""
"затварям","50892","",""
"отварям","50891","",""
"закъсвам","50890","",""
"всичкият","50889","",""
